Extraversion,Neuroticism,Conscientiousness,Openness,Agreeableness
1.470254406037539,-2.3642117672058123,1.782278352910871,0.5612569651674573,0.9606502775158033
-0.9278280739387575,-0.1639504997811293,0.9367053042951057,-2.054915642120479,-0.3598085513891373
0.6576019381098164,2.102502493064415,2.1035116946214707,0.9225276948047091,0.13704642677141887
-0.8022486406396375,1.6775117676064522,-0.9886033580776332,0.5093451628639388,-0.17205190158993125
0.4365851494756955,-0.1525577336727335,-0.17115482998188677,-0.9129628458604403,0.9016589455944621
-1.5063806603134227,-0.35985340194731674,-0.056730864030206954,-0.933792507636058,-0.33176909905860236
1.8060361269397787,-1.2086221113301163,-0.7762489595863794,0.03901924738379492,0.8996710697393272
1.030807018566613,-2.0312256470306074,1.3752507902093594,0.5943713096286066,0.2669014631216379
1.613824743425517,0.4849101648324915,1.0763730111811673,0.3466484296754758,1.3276262632934628
-1.790557633646626,0.5733957243399732,0.8845061500168961,0.2542702105824533,-0.28277039355622313
-1.6935152959468323,0.8123982185487736,-1.2161773348994547,0.47340562479311193,0.3533615913680021
0.03408413031122002,-0.7865243623946706,-0.4100537680729469,-0.10971417531488176,-0.5103876288697728
0.25614471988043913,-0.2280293997861109,0.6250772107775956,-0.3435407968865611,1.0452834082851659
-1.7542668008601254,0.8950919959225868,1.387626815214552,0.054865039634692435,-0.5179123088075381
-0.34025085791468956,-0.4246525413915288,0.8889720529151135,-0.4821527360600223,0.1290457155036342
-0.27311708823851255,-1.17956700820856,0.9458734246641585,1.2193773622846202,-2.8193043479965563
-1.2959611361275385,-0.5155548939408404,0.2972163172928062,1.2601285719993813,-2.691543920490702
1.5404953419514897,0.3465864156827356,-0.338933164947735,-0.7337485167732479,0.9266538220218745
-1.1454439140377883,-0.39194226701866025,1.698610136297973,-0.45806244025369586,-0.5793614325974112
-0.42812277968917917,-0.27520392496611973,-0.33615813729894,0.08298227612323085,-0.5400057638551747
-0.7852965062849828,0.7290077573144418,-0.7922445999991506,0.35709431017838794,0.556856213631522
0.19340053565665574,-1.5142235205818064,0.8837889322482355,0.92570118818445,-0.5412836772318176
